product_id,category_id,sku,name,brand,retail_price_eur,release_date,listed_date,condition,status,days_on_shelf
237,1,SKU-11224,"LG 75"" AMOLED Wireless 2022",LG,890,2024-03-11,2024-04-28,new,sold,343
238,1,SKU-11226,"Hisense 65"" Neo QLED Max 2024",Hisense,1020,2021-12-26,2022-01-06,open_box,sold,1186
239,1,SKU-11234,"Hisense 65"" OLED 4K 2021",Hisense,1385,2023-09-18,2023-10-24,new,sold,530
240,1,SKU-11243,"TCL 43"" AMOLED Elite 2024",TCL,2025,2024-07-28,2024-07-30,new,for_sale,250
241,1,SKU-11246,"Philips 85"" LED Neo 2021",Philips,650,2023-07-05,2023-07-16,open_box,sold,630
242,1,SKU-11252,"Sony 85"" LED Max 2023",Sony,1895,2023-03-02,2023-04-25,open_box,sold,712
243,1,SKU-11254,"Hisense 50"" MiniLED Plus 2021",Hisense,795,2024-06-29,2024-06-30,new,sold,280
244,1,SKU-11260,"Samsung 65"" QLED Mini 2022",Samsung,1905,2022-07-16,2022-07-29,new,sold,982
245,1,SKU-11266,"Sony 75"" MiniLED Elite 2024",Sony,320,2022-10-08,2022-12-03,new,sold,855
246,1,SKU-11270,"Hisense 43"" OLED Elite 2024",Hisense,1955,2024-01-13,2024-02-26,new,sold,405
247,1,SKU-11276,"LG 75"" MiniLED Premium 2023",LG,1885,2023-05-11,2023-08-07,new,sold,608
248,1,SKU-11281,"LG 50"" Neo QLED Edge 2022",LG,1150,2023-03-07,2023-05-09,open_box,sold,698
249,1,SKU-11283,"TCL 75"" Neo QLED Ultra 2023",TCL,1105,2022-10-21,2022-12-20,refurbished,sold,838
250,1,SKU-11285,"Samsung 43"" QLED Vision 2021",Samsung,2385,2024-01-22,2024-03-26,new,sold,376
251,1,SKU-11294,"Philips 75"" OLED Mini 2024",Philips,910,2023-09-17,2023-09-27,new,sold,557
252,1,SKU-11298,"LG 55"" AMOLED Flex 2023",LG,1260,2023-04-27,2023-05-04,new,sold,703
253,1,SKU-11300,"Philips 43"" QLED Plus 2024",Philips,1855,2022-01-04,2022-01-24,new,sold,1168
254,1,SKU-11306,"TCL 85"" LED Edge 2023",TCL,1910,2022-08-27,2022-08-30,new,rented,950
255,1,SKU-11313,"Sony 65"" Neo QLED Edge 2021",Sony,1425,2022-02-20,2022-04-24,new,sold,1078
256,1,SKU-11316,"Sony 50"" AMOLED Smart 2023",Sony,1420,2022-03-31,2022-04-01,new,sold,1101
257,1,SKU-11317,"Philips 75"" AMOLED 4K 2024",Philips,1930,2024-04-10,2024-05-08,new,for_sale,333
258,1,SKU-11321,"Philips 43"" MiniLED Wireless 2023",Philips,1780,2022-03-27,2022-04-18,new,sold,1084
259,1,SKU-11330,"Samsung 55"" QLED HD 2021",Samsung,1515,2021-12-01,2022-01-17,new,sold,1175
260,1,SKU-11335,"TCL 65"" OLED Compact 2022",TCL,1910,2023-04-29,2023-05-18,new,sold,689
261,1,SKU-11342,"Samsung 85"" Neo QLED Premium 2023",Samsung,2165,2023-09-09,2023-09-22,new,sold,562
262,1,SKU-11351,"LG 43"" QLED Mini 2024",LG,2325,2024-10-09,2024-11-30,open_box,for_sale,127
263,1,SKU-11357,"Philips 43"" MiniLED Max 2021",Philips,1550,2024-03-17,2024-06-09,new,sold,301
264,1,SKU-11361,"Sony 65"" LED Slim 2023",Sony,815,2023-02-03,2023-02-20,refurbished,sold,776
265,1,SKU-11363,"LG 65"" QLED Plus 2022",LG,1480,2023-01-04,2023-03-02,new,sold,766
266,1,SKU-11371,"Sony 43"" OLED Plus 2021",Sony,2140,2023-10-16,2023-11-03,new,sold,520
267,1,SKU-11375,"Sony 43"" Neo QLED HD 2021",Sony,2180,2023-05-15,2023-05-27,new,sold,680
268,1,SKU-11377,"LG 50"" Neo QLED Plus 2021",LG,1120,2022-04-09,2022-06-22,new,sold,1019
269,1,SKU-11382,"Samsung 43"" LED Ultra 2021",Samsung,570,2024-07-27,2024-08-02,new,sold,247
270,1,SKU-11389,"Hisense 50"" LED HD 2024",Hisense,770,2022-12-15,2023-01-19,new,sold,808
271,1,SKU-11397,"LG 75"" Neo QLED Pro 2022",LG,435,2023-06-08,2023-07-27,new,sold,619
272,1,SKU-11404,"LG 85"" LED Edge 2022",LG,1355,2024-08-06,2024-09-19,new,sold,199
273,1,SKU-11413,"Sony 75"" OLED HD 2023",Sony,365,2023-07-23,2023-07-30,new,sold,616
274,1,SKU-11422,"Sony 85"" OLED Vision 2022",Sony,885,2022-03-28,2022-04-25,new,sold,1077
275,1,SKU-11429,"Sony 85"" AMOLED Smart 2022",Sony,1090,2021-11-29,2022-02-27,open_box,sold,1134
276,1,SKU-11435,"TCL 55"" OLED Vision 2022",TCL,1380,2022-06-27,2022-07-04,new,sold,1007
277,1,SKU-11439,"Samsung 50"" OLED Edge 2024",Samsung,1050,2022-11-19,2022-12-30,new,sold,828
278,1,SKU-11440,"LG 43"" LED Vision 2022",LG,1850,2024-01-06,2024-03-21,new,sold,381
279,1,SKU-11446,"Sony 85"" LED Wireless 2022",Sony,680,2023-12-04,2024-01-01,open_box,sold,461
280,1,SKU-11449,"Philips 85"" MiniLED Compact 2023",Philips,1160,2022-02-13,2022-03-08,new,sold,1125
281,2,SKU-11455,Ruko Enterprise Premium,Ruko,285,2023-11-02,2023-12-12,new,sold,481
282,2,SKU-11457,Autel Enterprise Neo,Autel,270,2023-05-28,2023-06-10,open_box,rented,666
283,2,SKU-11458,DJI Air 3 HD,DJI,1690,2023-12-09,2023-12-21,new,eligible_for_rental,472
284,2,SKU-11462,Parrot Mini 4 Neo,Parrot,605,2022-07-25,2022-08-03,new,sold,977
285,2,SKU-11465,Holy Stone Pro Smart,Holy Stone,1875,2024-06-17,2024-09-15,new,for_sale,203
286,2,SKU-11472,Parrot Mini 3 Mini,Parrot,1855,2024-01-20,2024-04-18,new,sold,353
287,2,SKU-11481,Autel Air 3 Compact,Autel,1150,2024-09-13,2024-10-02,new,sold,186
288,2,SKU-11487,DJI Mini 3 Mini,DJI,320,2023-02-07,2023-02-28,open_box,sold,768
289,2,SKU-11492,DJI Air 3 Air,DJI,1715,2023-06-16,2023-06-27,open_box,sold,649
290,2,SKU-11501,Holy Stone Air 3 Smart,Holy Stone,225,2024-04-21,2024-06-19,new,sold,291
291,2,SKU-11505,Autel Enterprise Vision,Autel,750,2024-02-12,2024-04-27,new,sold,344
292,2,SKU-11514,DJI Mini 3 HD,DJI,980,2022-04-22,2022-06-11,open_box,sold,1030
293,2,SKU-11515,Ruko Mini 3 Vision,Ruko,1850,2023-01-14,2023-01-30,new,rented,797
294,2,SKU-11522,DJI Mini 4 Mini,DJI,1745,2022-05-07,2022-05-18,new,rented,1054
295,2,SKU-11531,Holy Stone Nano Flex,Holy Stone,1525,2024-04-25,2024-05-09,new,sold,332
296,2,SKU-11534,Parrot Mini 4 Vision,Parrot,1665,2023-10-15,2023-12-06,new,rented,487
297,2,SKU-11541,Holy Stone Air 3 Vision,Holy Stone,400,2024-02-20,2024-04-02,open_box,eligible_for_rental,369
298,2,SKU-11545,DJI Mini 4 Air,DJI,695,2024-07-06,2024-10-03,open_box,for_sale,185
299,2,SKU-11547,Parrot Enterprise Elite,Parrot,880,2022-06-08,2022-07-02,new,sold,1009
300,2,SKU-11551,Holy Stone Nano Air,Holy Stone,695,2024-09-13,2024-11-03,new,for_sale,154
301,2,SKU-11560,Ruko Mini 3 Ultra,Ruko,205,2022-02-27,2022-04-14,open_box,sold,1088
302,2,SKU-11564,Autel Enterprise 4K,Autel,200,2023-12-02,2024-02-02,new,sold,429
303,2,SKU-11572,Parrot Enterprise Air,Parrot,1605,2022-05-30,2022-07-05,new,rented,1006
304,2,SKU-11579,DJI Mini 4 Smart,DJI,1290,2024-11-15,2024-11-17,refurbished,for_sale,140
305,2,SKU-11580,Holy Stone Pro Elite,Holy Stone,1560,2023-06-20,2023-09-18,open_box,sold,566
306,2,SKU-11585,Holy Stone Air 3 HD,Holy Stone,680,2024-01-10,2024-03-24,new,sold,378
307,2,SKU-11586,Ruko Nano 4K,Ruko,735,2023-05-01,2023-07-21,new,sold,625
308,2,SKU-11591,Autel Nano Compact,Autel,1560,2024-01-14,2024-04-07,new,sold,364
309,2,SKU-11594,DJI Air 3 Air,DJI,1440,2022-12-12,2023-01-24,open_box,rented,803
310,2,SKU-11598,Ruko Enterprise Air,Ruko,1685,2022-11-30,2023-01-06,new,sold,821
311,2,SKU-11606,Parrot Mini 4 Slim,Parrot,540,2023-07-30,2023-09-21,new,sold,563
312,2,SKU-11612,Autel Nano Vision,Autel,1665,2022-03-27,2022-05-26,new,sold,1046
313,2,SKU-11621,DJI Mini 3 HD,DJI,1885,2023-10-12,2023-12-03,new,sold,490
314,2,SKU-11629,Parrot Enterprise Wireless,Parrot,1875,2023-07-15,2023-10-04,new,sold,550
315,2,SKU-11630,Holy Stone Air 3 Slim,Holy Stone,1525,2022-06-14,2022-06-30,new,sold,1011
316,2,SKU-11637,Holy Stone Nano HD,Holy Stone,1085,2024-02-03,2024-02-04,new,sold,427
317,2,SKU-11646,Parrot Mini 4 Ultra,Parrot,375,2023-12-23,2024-02-25,new,sold,406
318,2,SKU-11651,Parrot Enterprise Max,Parrot,1060,2023-09-29,2023-11-23,open_box,sold,500
319,2,SKU-11654,Autel Nano Air,Autel,550,2022-08-30,2022-09-26,open_box,sold,923
320,2,SKU-11655,Ruko Air 3 Edge,Ruko,1685,2023-04-01,2023-06-08,new,sold,668
321,2,SKU-11656,Ruko Air 3 Pro,Ruko,925,2022-07-03,2022-09-11,new,sold,938
322,2,SKU-11664,Parrot Enterprise Advanced,Parrot,1060,2022-08-16,2022-10-08,new,sold,911
323,2,SKU-11673,Ruko Mini 3 Plus,Ruko,1215,2023-04-18,2023-06-23,new,sold,653
324,2,SKU-11679,Holy Stone Mini 3 Compact,Holy Stone,1355,2024-07-31,2024-09-11,new,for_sale,207
325,2,SKU-11680,DJI Pro Max,DJI,280,2022-06-25,2022-07-27,open_box,sold,984
326,2,SKU-11684,Holy Stone Mini 3 Compact,Holy Stone,1680,2023-07-04,2023-08-19,open_box,sold,596
327,2,SKU-11690,Holy Stone Enterprise Plus,Holy Stone,1280,2023-09-10,2023-11-05,new,eligible_for_rental,518
328,2,SKU-11695,DJI Air 3 4K,DJI,1835,2023-05-23,2023-07-11,open_box,sold,635
329,2,SKU-11703,Holy Stone Nano Smart,Holy Stone,875,2024-07-05,2024-09-15,open_box,for_sale,203
330,2,SKU-11711,Parrot Air 3 HD,Parrot,345,2024-02-26,2024-04-22,new,sold,349
331,2,SKU-11713,Autel Mini 3 Wireless,Autel,1860,2023-09-19,2023-11-24,new,sold,499
332,2,SKU-11715,Holy Stone Pro Premium,Holy Stone,1710,2022-04-21,2022-04-22,open_box,sold,1080
333,2,SKU-11718,Ruko Mini 4 Air,Ruko,570,2023-07-18,2023-07-24,new,sold,622
334,2,SKU-11722,Ruko Air 3 HD,Ruko,1550,2024-06-25,2024-07-06,new,sold,274
335,2,SKU-11730,Autel Air 3 Plus,Autel,210,2021-12-21,2022-01-01,new,sold,1191
336,2,SKU-11735,Ruko Nano Flex,Ruko,1580,2024-06-07,2024-07-19,new,sold,261
337,2,SKU-11743,Autel Mini 4 Neo,Autel,770,2023-06-12,2023-08-21,new,sold,594
338,2,SKU-11749,DJI Nano Pro,DJI,595,2023-01-13,2023-02-06,new,sold,790
339,2,SKU-11756,Parrot Nano Neo,Parrot,1770,2022-07-15,2022-09-10,new,sold,939
340,2,SKU-11765,Parrot Air 3 Air,Parrot,1615,2024-07-13,2024-09-16,refurbished,sold,202
341,2,SKU-11768,Ruko Pro Smart,Ruko,1695,2024-09-10,2024-10-29,new,sold,159
342,2,SKU-11772,Autel Mini 3 HD,Autel,870,2024-10-08,2024-11-15,open_box,for_sale,142
343,2,SKU-11781,Autel Enterprise Flex,Autel,660,2023-09-14,2023-12-09,new,sold,484
344,2,SKU-11784,Ruko Air 3 Flex,Ruko,1170,2024-02-08,2024-05-04,refurbished,sold,337
345,2,SKU-11793,Autel Air 3 Mini,Autel,405,2022-04-01,2022-04-26,new,sold,1076
346,2,SKU-11796,Autel Pro Slim,Autel,205,2024-07-02,2024-07-15,new,sold,265
347,2,SKU-11805,Parrot Enterprise Flex,Parrot,1310,2024-01-03,2024-02-21,new,sold,410
348,2,SKU-11811,Ruko Air 3 Pro,Ruko,1600,2023-11-10,2024-01-24,new,sold,438
349,2,SKU-11815,Parrot Mini 3 Compact,Parrot,1435,2022-07-16,2022-09-02,new,sold,947
350,2,SKU-11822,Autel Mini 4 Flex,Autel,160,2024-05-15,2024-08-13,new,sold,236
351,2,SKU-11823,Parrot Pro Wireless,Parrot,775,2023-08-07,2023-10-13,new,sold,541
352,2,SKU-11826,Ruko Air 3 Max,Ruko,310,2023-01-05,2023-03-30,new,eligible_for_rental,738
353,2,SKU-11832,Autel Enterprise Compact,Autel,165,2023-10-14,2023-12-10,new,sold,483
354,2,SKU-11836,DJI Pro Wireless,DJI,1415,2021-12-16,2022-02-20,refurbished,sold,1141
355,2,SKU-11842,Ruko Enterprise Edge,Ruko,485,2024-11-08,2024-11-18,new,for_sale,139
356,2,SKU-11845,Ruko Enterprise Flex,Ruko,890,2022-07-06,2022-08-01,new,rented,979
357,2,SKU-11852,DJI Nano Elite,DJI,275,2022-11-29,2022-12-31,new,sold,827
358,2,SKU-11854,Ruko Enterprise Premium,Ruko,855,2023-10-08,2023-10-10,new,sold,544
359,2,SKU-11856,Ruko Pro Ultra,Ruko,335,2023-06-25,2023-09-10,new,sold,574
360,2,SKU-11861,Holy Stone Pro HD,Holy Stone,535,2024-01-02,2024-03-11,new,sold,391
361,2,SKU-11864,Autel Nano 4K,Autel,220,2024-01-10,2024-03-18,new,sold,384
362,2,SKU-11866,Autel Mini 3 Advanced,Autel,430,2023-02-25,2023-03-29,new,eligible_for_rental,739
363,2,SKU-11868,Parrot Nano Vision,Parrot,660,2022-04-16,2022-05-18,new,sold,1054
364,2,SKU-11872,Ruko Nano Air,Ruko,650,2022-04-29,2022-05-23,new,sold,1049
365,2,SKU-11880,Holy Stone Mini 4 Wireless,Holy Stone,1560,2024-05-06,2024-05-27,new,for_sale,314
366,2,SKU-11886,Parrot Enterprise Premium,Parrot,1430,2024-07-12,2024-09-09,new,sold,209
367,2,SKU-11892,Autel Mini 4 Air,Autel,1650,2022-08-07,2022-10-14,new,rented,905
368,2,SKU-11897,DJI Pro Max,DJI,860,2023-03-08,2023-03-12,new,sold,756
369,2,SKU-11902,Ruko Mini 3 Flex,Ruko,1710,2023-08-02,2023-08-19,new,sold,596
370,2,SKU-11911,Ruko Enterprise Max,Ruko,565,2022-10-02,2022-12-06,new,sold,852
371,2,SKU-11919,Parrot Mini 3 Smart,Parrot,1480,2023-04-12,2023-04-20,new,sold,717
372,2,SKU-11925,Parrot Air 3 Pro,Parrot,1755,2022-04-01,2022-04-06,open_box,sold,1096
373,2,SKU-11931,DJI Pro Edge,DJI,455,2023-11-24,2024-02-15,new,eligible_for_rental,416
374,2,SKU-11940,Autel Mini 4 HD,Autel,1000,2024-06-29,2024-09-14,new,for_sale,204
375,2,SKU-11949,Parrot Enterprise Neo,Parrot,640,2022-09-19,2022-11-04,new,eligible_for_rental,884
376,2,SKU-11951,Parrot Air 3 Mini,Parrot,520,2022-09-06,2022-11-27,new,sold,861
377,2,SKU-11952,Parrot Nano Pro,Parrot,1710,2022-10-21,2022-10-28,new,sold,891
378,2,SKU-11957,Parrot Mini 3 Edge,Parrot,935,2024-06-23,2024-08-23,new,sold,226
379,2,SKU-11961,Holy Stone Enterprise Elite,Holy Stone,1350,2024-05-02,2024-07-17,new,for_sale,263
380,2,SKU-11963,Parrot Mini 3 HD,Parrot,1065,2024-08-03,2024-10-29,new,sold,159
381,2,SKU-11966,Ruko Nano Plus,Ruko,1685,2024-10-12,2024-10-27,new,sold,161
382,2,SKU-11974,Parrot Mini 4 Flex,Parrot,1680,2024-04-29,2024-05-28,new,sold,313
383,2,SKU-11981,Autel Air 3 Vision,Autel,1490,2022-05-16,2022-06-21,new,sold,1020
384,2,SKU-11990,Holy Stone Pro Slim,Holy Stone,355,2021-11-28,2022-01-15,open_box,sold,1177
385,2,SKU-11994,Autel Enterprise Mini,Autel,1175,2023-04-13,2023-06-20,new,sold,656
386,2,SKU-12000,Ruko Pro Slim,Ruko,995,2023-11-19,2024-01-29,new,sold,433
387,2,SKU-12008,Autel Enterprise Compact,Autel,550,2022-11-16,2022-11-28,new,sold,860
388,2,SKU-12017,Holy Stone Nano Wireless,Holy Stone,1590,2024-06-08,2024-08-23,new,for_sale,226
389,2,SKU-12019,DJI Nano Slim,DJI,1415,2024-01-25,2024-03-31,new,eligible_for_rental,371
390,2,SKU-12020,Parrot Mini 4 Air,Parrot,490,2024-09-06,2024-11-11,open_box,sold,146
391,2,SKU-12024,Ruko Mini 3 Smart,Ruko,300,2023-05-30,2023-07-20,new,sold,626
392,2,SKU-12031,Holy Stone Nano Vision,Holy Stone,1110,2023-10-31,2023-12-14,new,sold,479
393,2,SKU-12035,Ruko Mini 4 Advanced,Ruko,455,2024-10-20,2024-11-02,new,sold,155
394,2,SKU-12037,Ruko Pro Compact,Ruko,1570,2023-04-10,2023-05-28,new,eligible_for_rental,679
395,2,SKU-12045,Parrot Air 3 Wireless,Parrot,350,2022-04-01,2022-05-19,open_box,rented,1053
396,2,SKU-12049,Parrot Nano Wireless,Parrot,1375,2023-05-24,2023-06-24,new,sold,652
397,2,SKU-12051,Holy Stone Mini 4 Wireless,Holy Stone,770,2023-06-13,2023-07-06,refurbished,sold,640
398,2,SKU-12055,Holy Stone Mini 3 Advanced,Holy Stone,505,2023-03-09,2023-05-27,new,sold,680
399,2,SKU-12058,DJI Pro Plus,DJI,1825,2024-07-29,2024-09-14,new,sold,204
400,2,SKU-12064,Holy Stone Mini 4 Vision,Holy Stone,845,2022-09-14,2022-09-20,new,rented,929
401,2,SKU-12071,Holy Stone Enterprise Flex,Holy Stone,1505,2024-07-10,2024-07-25,open_box,sold,255
402,2,SKU-12080,Holy Stone Pro Wireless,Holy Stone,325,2023-10-25,2024-01-11,new,sold,451
403,2,SKU-12083,Ruko Mini 4 Slim,Ruko,790,2024-08-25,2024-10-18,new,sold,170
404,2,SKU-12090,Autel Pro 4K,Autel,380,2023-04-02,2023-04-14,open_box,sold,723
405,2,SKU-12095,Parrot Enterprise Flex,Parrot,410,2021-12-29,2022-01-20,new,sold,1172
406,2,SKU-12103,Parrot Pro Edge,Parrot,1650,2022-02-17,2022-04-08,new,sold,1094
407,2,SKU-12106,DJI Enterprise Advanced,DJI,735,2023-11-25,2024-01-10,new,sold,452
408,2,SKU-12115,Autel Enterprise 4K,Autel,1835,2022-12-01,2023-02-12,new,sold,784
409,2,SKU-12124,Parrot Enterprise Compact,Parrot,930,2022-04-23,2022-06-10,new,sold,1031
410,2,SKU-12129,Holy Stone Pro Elite,Holy Stone,855,2022-05-17,2022-05-27,new,sold,1045
411,2,SKU-12135,Parrot Enterprise Wireless,Parrot,840,2024-05-15,2024-06-30,refurbished,for_sale,280
412,2,SKU-12144,Holy Stone Enterprise Mini,Holy Stone,560,2023-03-03,2023-05-31,refurbished,sold,676
413,2,SKU-12146,Parrot Air 3 Smart,Parrot,1110,2022-01-04,2022-02-23,new,sold,1138
414,2,SKU-12148,DJI Mini 3 Slim,DJI,580,2023-06-10,2023-08-05,open_box,sold,610
415,2,SKU-12151,Parrot Mini 4 Edge,Parrot,1660,2024-06-06,2024-08-14,new,for_sale,235
416,2,SKU-12160,Holy Stone Pro Elite,Holy Stone,1270,2023-08-14,2023-09-27,new,sold,557
417,2,SKU-12169,Parrot Mini 4 Max,Parrot,420,2022-01-22,2022-01-22,new,sold,1170
418,2,SKU-12172,Autel Air 3 Compact,Autel,675,2024-04-24,2024-05-31,new,sold,310
419,2,SKU-12176,DJI Air 3 Flex,DJI,840,2022-09-10,2022-12-01,new,sold,857
420,2,SKU-12183,Parrot Pro Slim,Parrot,1560,2023-06-05,2023-07-11,open_box,sold,635
421,2,SKU-12192,Autel Mini 4 Mini,Autel,340,2024-05-03,2024-07-21,new,for_sale,259
422,2,SKU-12197,Ruko Nano Air,Ruko,1845,2022-01-23,2022-02-15,new,sold,1146
423,2,SKU-12202,Autel Mini 3 Elite,Autel,175,2023-02-06,2023-03-21,new,sold,747
424,2,SKU-12207,Holy Stone Mini 3 4K,Holy Stone,245,2024-01-14,2024-03-14,new,eligible_for_rental,388
425,2,SKU-12211,Autel Air 3 HD,Autel,580,2022-02-13,2022-03-10,new,sold,1123
426,2,SKU-12213,Ruko Mini 3 Advanced,Ruko,1250,2022-01-17,2022-03-28,new,rented,1105
427,2,SKU-12215,Autel Enterprise Air,Autel,530,2022-07-21,2022-08-20,open_box,rented,960
428,2,SKU-12222,Autel Air 3 Ultra,Autel,1530,2022-01-14,2022-01-19,new,sold,1173
429,2,SKU-12230,Ruko Air 3 Elite,Ruko,310,2023-09-06,2023-11-25,new,sold,498
430,2,SKU-12231,Autel Mini 4 Elite,Autel,1865,2023-10-18,2023-12-13,open_box,rented,480
431,2,SKU-12235,DJI Air 3 HD,DJI,1385,2023-06-19,2023-08-27,open_box,sold,588
432,2,SKU-12243,Parrot Enterprise Vision,Parrot,970,2022-11-17,2022-11-25,new,sold,863
433,2,SKU-12246,Holy Stone Nano Compact,Holy Stone,1505,2024-09-15,2024-11-02,open_box,sold,155
434,2,SKU-12249,DJI Air 3 4K,DJI,480,2024-08-06,2024-10-15,new,for_sale,173
435,2,SKU-12254,Autel Enterprise Mini,Autel,265,2022-09-01,2022-09-23,new,sold,926
436,2,SKU-12258,DJI Enterprise Air,DJI,1615,2024-07-25,2024-09-30,new,sold,188
437,2,SKU-12263,DJI Enterprise 4K,DJI,1010,2022-04-15,2022-06-13,open_box,sold,1028
438,2,SKU-12264,Autel Mini 4 Flex,Autel,1075,2022-04-17,2022-05-25,new,sold,1047
439,2,SKU-12268,Ruko Mini 3 Plus,Ruko,485,2023-03-14,2023-05-25,open_box,sold,682
440,2,SKU-12271,Ruko Enterprise Flex,Ruko,950,2024-05-11,2024-05-24,new,sold,317
441,2,SKU-12274,Ruko Air 3 HD,Ruko,1785,2023-07-30,2023-10-08,new,sold,546
442,2,SKU-12280,Holy Stone Mini 3 Mini,Holy Stone,805,2023-04-20,2023-06-05,new,sold,671
443,2,SKU-12288,Holy Stone Pro Ultra,Holy Stone,385,2023-09-11,2023-09-11,new,sold,573
444,2,SKU-12292,Parrot Pro Wireless,Parrot,1150,2022-11-01,2022-11-13,new,rented,875
445,2,SKU-12300,Autel Mini 3 Elite,Autel,555,2023-08-28,2023-09-08,new,sold,576
446,2,SKU-12307,Ruko Air 3 Advanced,Ruko,1595,2022-04-30,2022-07-15,open_box,rented,996
447,2,SKU-12312,DJI Mini 4 Vision,DJI,1690,2024-04-16,2024-06-08,new,sold,302
448,2,SKU-12316,Ruko Nano Ultra,Ruko,710,2022-09-23,2022-11-03,new,sold,885
449,2,SKU-12320,Parrot Pro Pro,Parrot,305,2024-04-27,2024-06-03,new,sold,307
450,2,SKU-12323,Parrot Pro Wireless,Parrot,850,2022-05-04,2022-06-24,new,sold,1017
451,2,SKU-12330,Parrot Air 3 Elite,Parrot,1290,2022-11-27,2023-02-06,new,sold,790
452,2,SKU-12339,Parrot Enterprise Premium,Parrot,1765,2022-06-19,2022-07-03,open_box,sold,1008
453,2,SKU-12346,Holy Stone Pro 4K,Holy Stone,1295,2023-08-27,2023-09-17,new,sold,567
454,2,SKU-12354,Ruko Enterprise Elite,Ruko,805,2022-06-11,2022-06-25,open_box,sold,1016
455,2,SKU-12355,Parrot Mini 4 Elite,Parrot,935,2022-01-05,2022-02-16,new,sold,1145
456,2,SKU-12364,Parrot Enterprise Advanced,Parrot,1885,2021-12-21,2022-02-07,new,rented,1154
457,2,SKU-12373,DJI Enterprise Slim,DJI,1230,2022-02-19,2022-04-19,open_box,sold,1083
458,2,SKU-12374,DJI Mini 4 HD,DJI,1665,2024-02-02,2024-03-02,new,sold,400
459,2,SKU-12383,DJI Mini 3 Wireless,DJI,1025,2024-05-16,2024-07-26,open_box,sold,254
460,2,SKU-12384,DJI Enterprise Premium,DJI,425,2023-09-16,2023-12-12,new,sold,481
461,3,SKU-12390,Switch Lite,Nintendo,365,2024-02-29,2024-03-03,new,sold,399
462,3,SKU-12395,PlayStation 4 Pro,Sony,420,2023-02-17,2023-04-11,new,sold,726
463,3,SKU-12398,Xbox Series X,Microsoft,545,2023-02-02,2023-02-19,new,rented,777
464,3,SKU-12407,PlayStation 4 Pro,Sony,490,2022-08-08,2022-08-31,new,sold,949
465,3,SKU-12410,Switch,Nintendo,585,2023-06-26,2023-07-15,refurbished,sold,631
466,3,SKU-12414,PlayStation 5 Digital,Sony,520,2023-02-01,2023-04-18,new,sold,719
467,3,SKU-12418,Switch Lite,Nintendo,630,2024-05-27,2024-08-18,new,sold,231
468,3,SKU-12421,Xbox Series X,Microsoft,265,2021-12-28,2022-01-31,new,sold,1161
469,3,SKU-12425,Switch Lite,Nintendo,470,2023-08-31,2023-10-28,new,sold,526
470,3,SKU-12432,Xbox One X,Microsoft,505,2022-01-13,2022-03-20,new,sold,1113
471,3,SKU-12440,Xbox One X,Microsoft,265,2023-12-29,2024-03-04,refurbished,sold,398
472,3,SKU-12441,PlayStation 5 Digital,Sony,325,2023-06-09,2023-08-26,new,sold,589
473,3,SKU-12450,PlayStation 5,Sony,600,2022-08-16,2022-10-05,new,sold,914
474,3,SKU-12456,Xbox Series S,Microsoft,290,2023-07-30,2023-10-26,open_box,sold,528
475,3,SKU-12459,Switch OLED,Nintendo,485,2023-12-23,2024-02-26,new,sold,405
476,3,SKU-12462,Xbox One X,Microsoft,640,2022-10-15,2022-11-04,new,rented,884
477,3,SKU-12465,Switch,Nintendo,530,2022-08-13,2022-08-29,new,sold,951
478,3,SKU-12466,Switch Lite,Nintendo,610,2024-09-07,2024-10-07,new,sold,181
479,3,SKU-12474,Xbox Series X,Microsoft,360,2023-05-14,2023-07-24,new,eligible_for_rental,622
480,3,SKU-12475,PlayStation 5,Sony,550,2023-07-24,2023-09-04,new,sold,580
481,3,SKU-12476,PlayStation 4 Pro,Sony,560,2022-11-02,2022-12-30,refurbished,sold,828
482,3,SKU-12482,PlayStation 5,Sony,590,2022-04-06,2022-05-13,new,sold,1059
483,3,SKU-12485,PlayStation 5,Sony,560,2022-04-17,2022-04-30,new,rented,1072
484,3,SKU-12494,PlayStation 5 Digital,Sony,485,2023-12-10,2023-12-26,new,sold,467
485,3,SKU-12502,Switch Lite,Nintendo,380,2023-02-01,2023-02-01,new,rented,795
486,3,SKU-12503,Xbox Series S,Microsoft,405,2023-03-10,2023-03-11,open_box,sold,757
487,3,SKU-12507,Switch Lite,Nintendo,495,2021-12-30,2022-01-13,open_box,sold,1179
488,3,SKU-12513,Xbox Series S,Microsoft,665,2024-07-10,2024-09-08,new,sold,210
489,3,SKU-12516,Xbox Series S,Microsoft,665,2022-02-18,2022-04-25,new,sold,1077
490,3,SKU-12522,Switch,Nintendo,280,2022-09-28,2022-11-02,new,sold,886
491,3,SKU-12528,Xbox Series X,Microsoft,640,2023-06-26,2023-09-24,new,sold,560
492,3,SKU-12529,Xbox Series S,Microsoft,620,2023-08-16,2023-09-12,new,sold,572
493,3,SKU-12534,PlayStation 5 Digital,Sony,475,2024-07-13,2024-09-15,new,sold,203
494,3,SKU-12538,Xbox One X,Microsoft,555,2022-09-03,2022-09-29,open_box,rented,920
495,3,SKU-12539,Xbox One X,Microsoft,630,2022-05-17,2022-06-28,new,rented,1013
496,3,SKU-12540,PlayStation 4 Pro,Sony,650,2023-09-25,2023-10-20,new,rented,534
